uv_power_mw_cm2,exposure_seconds,dose_mJ_cm2,distance_cm,temp_c,initial_cfu_log,D90_mJ_cm2,spectral_410nm,spectral_435nm,spectral_500nm,spectral_560nm,spectral_585nm,spectral_630nm,target_log_reduction
0.7377,362.451,267.382,20.326,14.68,6.029,0.8,995.88,1025.47,899.84,928.35,818.35,896.35,5.949
0.4585,98.777,45.29,17.899,4.6,2.594,1.135,861.64,744.28,850.24,800.26,714.41,631.0,2.594
0.3997,441.704,176.553,15.15,21.38,5.984,4.554,1027.15,851.93,933.26,842.12,859.95,787.26,5.984
0.2902,181.088,52.551,6.41,25.97,5.67,5.629,1061.06,1000.36,972.33,840.36,843.58,792.01,5.67
1.2486,278.303,347.49,26.947,13.22,4.84,6.056,902.33,925.08,847.53,936.87,730.09,847.0,4.838
1.5648,359.859,563.118,8.208,5.2,4.516,4.835,926.76,837.42,855.65,884.59,815.56,730.96,4.435
1.1608,103.178,119.771,3.648,29.66,7.322,9.4,1083.19,1086.01,946.45,999.38,920.28,940.92,7.281
0.3025,445.112,134.627,22.75,10.86,3.471,5.163,899.95,753.04,945.47,846.8,851.31,802.76,3.471
1.6241,181.933,295.484,6.093,7.29,4.39,7.587,889.06,853.14,843.98,799.86,661.1,859.12,4.339
1.2755,397.592,507.148,11.785,13.61,3.975,6.967,908.51,746.96,751.25,823.1,806.27,765.57,3.975
0.7824,95.391,74.638,1.82,23.2,6.627,1.768,1000.48,997.81,1131.01,850.54,761.33,947.25,6.627
1.3515,413.027,558.213,4.975,11.64,7.499,4.576,1015.15,1158.76,991.27,986.15,873.85,828.3,7.499
0.5272,77.349,40.779,6.023,18.94,7.099,10.308,1081.77,1013.18,980.38,869.66,889.87,730.45,6.817
0.6969,255.501,178.067,2.578,14.8,6.786,3.739,1045.82,964.45,984.12,805.65,909.05,889.73,6.786
1.8358,148.7,272.983,20.043,7.06,7.921,3.313,1011.9,1089.29,991.93,934.3,975.9,919.86,7.904
0.5881,449.151,264.147,25.273,12.59,6.183,5.426,972.91,982.99,967.79,883.21,829.15,934.13,6.183
0.9453,157.59,148.966,11.826,22.85,6.506,3.829,989.5,1113.56,960.38,823.86,888.7,795.07,6.506
1.7814,529.09,942.51,26.363,19.91,7.897,3.016,1024.95,1045.49,1023.78,933.01,950.44,891.91,7.88
1.4184,535.146,759.033,7.187,7.11,2.042,3.792,807.16,828.83,816.05,764.34,693.81,695.82,2.042
0.1338,118.267,15.822,10.436,8.25,5.804,8.58,895.97,1016.27,951.35,952.12,912.64,891.4,4.725
0.3031,368.501,111.705,5.371,20.66,6.434,4.658,964.9,989.27,1020.99,795.42,862.68,820.37,6.434
0.0256,53.087,1.359,18.996,25.15,7.507,1.68,1023.36,1051.89,981.72,977.38,915.2,960.16,4.37
1.2655,235.226,297.687,13.176,13.09,7.303,1.221,1001.91,836.03,1004.3,911.08,963.25,817.41,7.136
0.9009,428.136,385.695,18.785,19.48,7.052,10.517,1063.75,1078.26,952.65,914.07,808.86,824.36,7.029
0.2772,395.824,109.725,23.089,8.44,7.675,4.442,1030.21,1044.46,961.59,982.09,937.83,899.46,7.666
1.9163,375.008,718.624,16.825,12.1,5.224,6.086,1042.85,905.85,895.88,923.84,803.72,759.79,5.224
1.064,169.883,180.76,19.201,4.53,2.042,3.072,854.44,889.58,817.35,748.06,726.13,704.87,2.042
0.4914,227.126,111.602,28.122,23.98,2.066,5.802,811.81,762.79,725.37,721.05,733.48,756.03,2.066
1.0062,62.216,62.602,9.673,14.43,5.268,8.648,931.69,938.64,927.95,809.85,865.92,756.97,5.268
1.3624,431.554,587.969,11.416,25.22,4.612,3.369,961.06,919.02,933.16,905.68,927.38,825.06,4.612
0.1617,302.581,48.932,21.813,22.42,4.707,6.146,934.72,917.28,848.26,794.54,840.18,823.28,4.707
0.5567,425.405,236.806,18.728,25.55,4.402,1.486,992.33,923.98,881.99,869.92,898.63,770.59,4.402
1.6159,149.742,241.962,6.177,11.43,7.506,10.057,940.5,1062.03,966.2,931.23,863.77,913.67,7.506
0.9247,195.001,180.324,11.908,8.81,4.155,5.671,965.92,937.51,898.27,824.26,874.6,787.67,4.121
1.0977,200.862,220.484,14.567,29.27,7.137,3.968,1004.31,913.72,957.36,917.24,818.17,930.64,7.137
0.8713,15.933,13.882,13.162,22.65,7.417,4.255,1026.79,1055.23,1006.56,878.92,844.97,769.31,7.035
0.0974,204.958,19.955,6.17,25.69,4.997,3.725,908.93,888.39,857.37,813.37,838.79,735.54,4.951
0.3398,482.081,163.831,27.808,4.34,4.682,3.853,888.49,910.26,893.26,794.37,801.45,730.71,4.631
0.8966,538.43,482.772,23.107,13.22,6.566,0.8,1061.21,916.2,1004.12,875.95,781.24,835.09,6.566
0.4263,311.172,132.646,14.959,23.31,6.248,4.755,939.43,944.62,937.04,914.95,842.92,880.74,6.223
0.1095,273.573,29.945,20.722,6.03,3.971,4.65,949.27,931.24,685.42,850.55,608.7,625.39,3.971
1.6889,18.979,32.054,27.021,18.75,2.615,6.222,878.2,904.14,786.67,699.95,671.21,710.84,2.53
1.9626,527.583,1035.42,4.949,15.16,3.589,3.692,930.87,864.65,861.28,784.12,758.06,810.86,3.451
1.5884,8.3,13.183,8.261,4.46,2.786,3.072,978.83,812.35,804.6,759.83,843.94,880.37,2.639
1.709,566.878,968.812,16.738,10.14,3.768,4.981,883.54,833.93,849.09,769.12,819.39,852.28,3.768
0.4915,293.785,144.406,24.171,11.4,3.571,0.969,880.05,835.34,909.55,787.42,807.23,748.43,3.493
1.9216,205.49,394.879,2.051,6.91,5.826,5.359,980.12,921.86,878.68,884.2,945.82,790.41,5.826
0.4019,554.569,222.871,29.537,20.42,7.727,0.8,1034.12,1023.48,1008.55,993.09,824.29,945.66,7.703
1.9033,15.122,28.783,14.192,10.3,6.114,7.802,1059.63,979.86,993.53,921.93,844.64,873.57,6.028
1.9897,349.064,694.53,11.418,11.22,7.56,6.711,1052.6,894.0,1029.55,965.87,1028.29,976.03,7.541
1.4263,329.585,470.097,9.489,27.35,6.705,2.685,929.15,911.75,882.21,822.51,845.83,875.81,6.705
1.9625,131.983,259.013,6.056,16.15,6.367,6.653,953.5,1008.93,894.83,839.05,863.26,776.08,6.367
1.1434,257.618,294.556,23.956,14.2,4.484,5.279,965.52,880.16,887.7,780.44,857.63,721.32,4.459
0.5265,391.532,206.137,28.707,22.82,3.949,2.477,852.8,928.71,821.03,803.96,756.96,845.55,3.913
0.8796,436.415,383.88,12.996,27.65,7.078,0.8,1026.89,958.1,1010.1,956.32,1020.63,868.68,7.078
1.1912,0.93,1.108,28.62,4.65,7.432,5.791,1049.62,1061.43,957.96,1092.07,1000.83,827.72,1.207
0.1554,562.144,87.375,24.89,15.65,4.711,3.014,910.0,909.92,876.6,821.2,836.27,740.76,4.707
1.2485,99.133,123.764,14.95,19.88,2.054,7.737,916.67,826.6,819.5,811.61,805.22,676.23,2.054
1.9625,140.531,275.799,20.547,12.28,6.755,5.035,977.23,979.25,930.67,814.69,858.82,962.32,6.755
0.3883,158.452,61.529,13.615,24.08,3.71,3.251,785.77,793.13,836.71,848.63,827.76,790.89,3.571
1.5873,23.173,36.782,17.203,29.26,2.059,9.495,978.58,800.04,811.38,784.01,782.02,744.67,2.056
1.8167,74.27,134.927,2.683,28.53,6.83,6.441,984.82,1083.65,900.05,896.51,857.26,891.22,6.752
1.888,591.817,1117.33,21.192,10.92,5.104,0.8,959.83,979.27,930.17,831.58,925.21,805.32,5.104
1.9207,189.472,363.914,2.532,9.88,6.111,3.784,1039.51,970.44,897.41,957.22,865.17,720.6,5.995
1.0477,69.623,72.944,24.695,28.89,7.488,1.54,1079.22,973.4,846.79,879.18,897.72,970.32,7.488
1.9548,64.641,126.363,24.923,15.92,5.247,3.001,985.3,1001.76,879.77,891.07,802.96,758.33,5.07
1.517,431.816,655.086,7.875,9.42,5.019,4.638,887.67,990.57,832.24,894.21,762.86,713.48,4.847
0.3317,512.814,170.114,10.386,22.38,3.744,5.885,993.63,844.34,773.35,766.94,853.9,675.57,3.677
0.959,154.543,148.211,14.958,11.39,3.831,5.653,977.95,925.93,887.03,838.43,840.94,803.79,3.775
1.4395,13.035,18.764,18.303,10.95,6.779,7.695,978.46,977.75,959.03,904.57,983.43,900.54,6.305
0.5022,134.242,67.418,9.333,26.86,4.694,6.591,881.73,889.47,839.0,863.49,782.65,660.51,4.691
1.2848,34.381,44.174,18.182,8.22,2.981,6.437,842.55,815.34,856.64,777.18,711.34,719.45,2.981
1.3365,62.485,83.514,9.636,5.67,2.567,5.504,894.75,912.44,811.35,692.45,696.53,725.11,2.537
0.3338,259.189,86.51,2.609,11.0,4.838,8.217,851.08,940.63,984.01,790.46,856.23,799.09,4.838
1.1345,138.336,156.945,1.073,19.78,4.79,4.209,988.35,931.7,870.96,867.28,892.93,786.06,4.732
1.5455,309.81,478.822,3.933,7.2,5.921,4.274,908.94,886.12,901.74,904.74,879.54,823.13,5.857
1.0028,152.47,152.897,23.975,16.26,4.826,0.8,900.03,898.35,921.81,804.82,808.14,873.28,4.681
0.0341,564.352,19.236,28.882,20.31,2.861,7.64,821.13,938.27,817.2,704.72,781.65,750.17,2.657
0.028,543.613,15.214,13.382,26.07,5.047,4.808,952.39,970.77,880.36,914.5,775.45,854.75,4.855
0.7205,340.3,245.182,15.868,9.98,7.441,12.334,1043.62,957.34,978.02,870.62,846.01,855.69,7.441
1.8531,212.977,394.674,5.259,25.25,2.957,3.986,894.38,914.87,825.97,851.46,830.3,680.58,2.957
0.4651,228.998,106.499,16.98,10.11,6.139,5.221,1013.08,963.28,911.69,963.18,922.94,852.56,6.139
1.2724,247.405,314.795,5.195,21.6,5.563,6.366,961.47,819.88,855.06,939.7,810.71,881.54,5.563
0.4519,436.684,197.351,18.725,15.2,6.492,2.245,1025.65,895.3,886.17,987.76,1050.75,847.6,6.492
0.6501,271.258,176.351,28.065,6.98,2.904,5.896,795.62,860.27,802.21,819.95,766.59,769.05,2.878
1.6976,514.11,872.754,6.675,22.57,7.65,5.087,939.82,1129.82,925.72,889.38,854.61,918.73,7.577
1.4604,566.485,827.314,23.172,9.66,5.726,4.241,1039.31,1011.04,970.84,984.68,883.14,720.76,5.726
0.1998,201.9,40.349,1.682,8.59,7.082,7.932,1016.58,1081.67,1018.2,951.91,799.4,809.95,7.032
0.8631,336.636,290.557,11.889,13.32,3.48,2.741,856.14,914.69,910.96,794.17,807.16,789.77,3.48
0.068,57.486,3.912,4.212,20.99,6.436,5.687,945.17,950.69,915.52,960.68,903.19,861.56,3.229
0.967,120.681,116.695,11.222,10.08,6.686,8.637,980.96,1058.98,919.88,966.41,968.69,936.47,6.623
1.3282,248.373,329.9,6.033,8.78,4.385,3.233,952.18,831.31,745.83,720.08,789.19,703.4,4.385
0.2458,124.119,30.511,11.826,4.26,4.304,4.258,886.56,919.52,852.81,767.5,831.95,922.92,4.231
0.5849,525.998,307.646,13.108,16.26,5.947,10.863,999.14,906.08,837.15,845.42,831.96,861.49,5.947
0.8017,95.393,76.476,9.717,15.14,2.56,6.186,904.99,856.71,851.53,794.02,821.09,728.54,2.56
1.8399,273.669,503.514,20.042,10.08,6.414,3.735,1099.52,985.5,919.92,916.49,933.11,899.59,6.383
1.9866,363.617,722.353,27.647,5.39,2.257,7.007,866.6,882.63,826.58,808.08,784.63,623.31,2.257
0.0994,415.272,41.267,12.617,15.16,3.144,3.58,879.23,798.67,804.07,838.67,866.79,902.18,3.144
1.5244,230.15,350.842,6.578,24.49,5.985,1.088,887.52,965.66,917.09,837.91,827.62,857.63,5.985
0.7497,521.525,391.003,8.851,22.6,2.59,8.431,812.27,881.82,813.23,732.68,845.4,765.2,2.523
0.791,341.207,269.892,25.766,26.38,7.831,2.242,1005.89,1006.0,960.16,1036.41,946.96,907.62,7.831
1.511,263.985,398.878,17.578,4.25,7.21,11.129,1031.58,995.01,942.17,969.9,943.97,820.68,7.098
1.8377,40.811,74.997,14.195,29.13,5.758,3.777,1020.49,1087.7,954.91,950.88,804.64,876.28,5.758
1.9023,279.081,530.91,5.339,12.88,6.914,10.333,1099.8,943.71,947.23,851.29,955.88,919.24,6.753
1.1585,492.531,570.584,14.042,29.75,7.325,1.578,964.17,980.9,947.05,848.13,967.72,1129.21,7.297
0.7207,368.917,265.868,9.076,10.57,3.557,7.564,853.73,889.09,839.74,737.38,724.23,808.9,3.482
1.5772,499.381,787.636,28.352,16.26,7.096,6.249,1094.52,956.01,1013.53,973.07,915.58,822.55,7.096
0.5095,296.66,151.146,26.638,13.2,3.169,7.094,953.89,903.16,840.67,887.09,777.93,618.89,3.169
1.1325,71.518,80.994,3.433,13.25,4.48,7.42,898.88,995.26,837.83,863.86,913.47,757.4,4.48
0.7236,8.677,6.278,15.983,25.9,5.35,3.756,771.07,915.43,934.63,879.94,793.74,833.93,4.581
1.3167,182.28,240.007,7.527,23.41,6.283,1.728,961.52,902.06,865.09,974.11,880.51,836.98,6.173
0.4884,418.945,204.61,12.913,29.8,2.181,4.873,925.55,892.99,740.05,805.55,768.13,762.5,2.077
0.3913,474.261,185.564,26.429,19.95,3.743,5.558,862.66,805.41,822.83,726.04,839.69,775.77,3.672
1.8373,177.804,326.678,16.298,16.04,5.651,3.82,987.81,889.76,823.9,845.22,700.43,750.52,5.651
0.2126,297.645,63.276,10.692,6.34,4.144,5.694,994.93,977.46,781.81,882.84,745.3,782.66,4.062
1.0169,252.961,257.225,7.029,29.91,6.65,5.824,1072.32,1022.94,980.84,955.45,942.45,817.91,6.59
0.4495,246.608,110.85,24.209,18.34,5.91,2.725,1013.92,976.76,786.07,907.91,868.98,854.12,5.91
0.0875,139.194,12.175,19.111,22.21,3.406,5.987,873.46,955.6,815.92,787.33,685.02,764.17,2.861
0.0817,82.254,6.718,14.574,14.58,2.876,4.332,855.46,943.18,856.16,799.74,722.15,705.56,2.175
0.3587,118.415,42.474,7.307,18.24,5.774,3.25,1025.83,912.15,912.85,921.0,848.38,720.63,5.742
1.7349,33.672,58.416,10.693,28.51,4.703,6.968,923.14,872.17,856.53,794.29,814.75,975.29,4.677
0.5721,119.279,68.244,28.835,8.33,3.014,3.058,903.04,784.73,807.67,750.6,828.2,808.83,3.014
1.9014,6.016,11.439,16.083,11.6,3.958,3.858,862.86,895.57,771.23,699.69,908.33,791.94,3.682
1.1674,376.541,439.585,12.62,7.95,3.818,5.18,846.49,913.31,895.99,831.67,680.29,664.28,3.761
0.8789,190.167,167.131,16.121,24.6,2.649,8.436,864.68,839.33,822.16,792.84,729.55,796.65,2.649
1.1644,583.9,679.88,23.591,5.61,5.281,5.482,918.23,882.3,820.3,809.38,888.77,896.3,5.281
1.0382,116.633,121.092,10.863,6.12,6.582,6.321,995.4,896.6,889.44,926.82,759.77,909.33,6.582
1.52,207.824,315.885,6.182,11.76,5.453,4.256,948.35,944.29,917.58,889.29,911.07,821.3,5.453
0.5722,215.026,123.031,17.963,17.37,6.958,4.804,1087.75,1101.53,930.92,1073.35,898.91,864.68,6.958
0.7126,5.567,3.967,20.291,14.56,2.765,4.878,860.92,821.53,808.77,824.33,807.61,684.28,1.585
1.7892,503.605,901.074,21.669,5.17,4.614,5.733,913.61,944.59,830.27,865.56,798.3,736.55,4.592
1.8934,19.681,37.264,26.578,28.89,5.656,4.26,915.71,848.57,970.78,847.9,793.23,815.93,5.634
1.7862,564.138,1007.658,11.764,28.77,6.056,8.35,920.28,746.35,883.06,912.72,861.27,916.79,5.914
0.8447,535.299,452.168,3.185,11.26,6.175,4.067,947.3,941.63,986.5,891.38,864.25,856.17,6.175
1.5629,321.545,502.552,28.792,23.02,6.374,0.8,1084.22,977.35,854.37,855.87,882.26,813.07,6.374
0.9579,326.386,312.647,13.615,19.04,5.909,11.857,897.89,945.5,1000.54,891.81,889.99,806.65,5.909
1.0001,392.44,392.481,19.074,10.17,2.565,4.182,824.27,792.5,793.89,839.54,868.76,598.43,2.34
0.4173,232.536,97.041,20.323,10.82,6.172,8.283,970.75,936.67,856.95,909.96,881.81,886.22,6.168
1.1863,388.51,460.908,16.849,16.77,6.349,8.512,885.22,883.09,913.61,829.75,779.82,813.52,6.28
0.3804,27.339,10.4,6.952,14.9,7.961,7.363,1012.47,977.01,935.32,898.23,976.52,893.34,6.142
0.6698,32.902,22.038,22.899,11.57,6.16,4.505,977.59,878.99,927.19,821.9,799.38,1072.58,6.16
1.7115,274.61,469.997,24.309,25.0,6.121,5.717,1003.4,857.84,914.34,904.69,797.92,809.74,6.121
0.4221,329.999,139.286,17.036,16.52,5.089,1.814,898.99,813.58,919.49,844.01,848.27,822.17,5.054
0.1516,532.747,80.767,15.168,21.03,7.208,9.975,976.94,1104.67,928.73,975.29,904.92,866.55,7.208
0.1473,63.244,9.317,4.304,8.92,7.981,2.87,1099.74,1044.09,937.29,1031.83,844.6,891.24,7.596
1.8822,493.677,929.181,3.435,17.87,6.674,4.365,955.5,1102.77,994.67,905.49,931.28,789.91,6.666
1.0188,126.423,128.797,10.847,12.27,5.675,5.247,973.94,928.01,993.14,934.06,765.4,741.33,5.629
0.8247,236.753,195.257,10.015,17.69,2.474,4.731,779.81,865.94,744.69,711.65,732.51,640.47,2.474
1.6236,190.303,308.985,28.656,24.3,6.36,3.358,1014.3,943.99,943.34,969.57,852.56,808.13,6.36
1.6733,240.393,402.248,23.725,23.99,6.251,8.486,971.6,988.1,905.23,822.7,917.47,861.57,6.251
0.6711,90.722,60.88,20.138,13.21,6.653,7.376,989.14,878.39,936.28,847.59,804.42,864.43,6.532
1.3903,302.39,420.413,16.012,22.05,2.747,5.805,865.59,817.0,728.04,700.7,792.82,726.82,2.747
1.5445,481.085,743.052,5.854,28.47,5.922,4.001,1040.26,983.58,866.83,951.34,985.99,793.23,5.922
1.3128,265.2,348.142,29.375,20.27,3.774,7.661,915.74,824.59,918.97,927.84,753.89,772.78,3.774
0.3117,294.623,91.826,11.876,7.86,6.562,3.839,974.01,1011.05,965.24,879.95,875.72,848.13,6.562
1.753,509.336,892.87,4.101,21.67,3.442,8.926,846.82,922.93,843.7,815.22,816.11,792.66,3.442
1.0828,423.782,458.87,15.32,6.73,6.104,5.278,1012.54,891.52,918.28,834.28,858.01,844.38,6.104
0.5721,294.527,168.505,26.346,26.67,3.77,8.074,895.07,868.88,818.03,813.1,687.6,824.77,3.626
0.8562,154.989,132.702,26.731,17.43,2.054,4.715,806.4,829.29,753.16,837.72,814.84,561.58,1.993
0.0848,531.014,45.012,1.318,14.01,5.8,5.179,903.0,967.71,894.52,745.03,878.04,814.01,5.8
0.2645,346.424,91.613,26.703,5.48,2.68,8.064,843.7,882.59,794.47,784.8,849.65,686.81,2.68
1.5334,133.078,204.067,8.873,13.9,5.956,10.485,1021.83,897.21,863.84,941.8,849.09,868.37,5.912
0.01,161.837,1.622,2.13,27.48,7.554,8.901,997.15,1119.11,916.76,928.53,1031.03,842.78,1.255
0.839,481.978,404.363,25.586,4.55,7.815,7.193,1057.16,988.25,964.9,939.0,805.56,827.55,7.687
1.0498,26.965,28.308,26.052,16.34,3.416,6.473,925.86,873.62,795.72,821.13,902.24,781.33,3.416
0.1187,595.259,70.671,18.291,28.21,6.856,3.733,987.57,1014.5,941.58,868.9,876.98,941.29,6.856
1.9464,78.646,153.078,17.659,14.27,4.121,5.738,940.31,906.78,875.31,769.15,794.82,839.27,4.121
0.46,477.743,219.757,24.58,15.13,7.403,2.717,1010.09,960.65,843.24,810.11,859.99,946.39,7.403
0.6154,237.168,145.943,23.803,19.04,6.725,5.939,1023.48,1072.99,994.22,942.04,915.81,862.28,6.725
0.6148,295.584,181.738,26.813,16.04,2.444,6.1,890.14,828.3,719.35,742.58,820.02,731.76,2.379
0.4685,528.45,247.594,17.03,8.38,4.443,0.8,944.54,916.34,809.94,780.85,795.42,784.88,4.37
0.0129,248.04,3.208,29.062,4.48,4.024,5.097,905.69,812.55,857.57,794.97,800.76,771.5,1.964
1.4614,322.728,471.633,29.888,19.86,6.711,6.037,1009.11,1040.89,871.46,902.7,1073.84,780.82,6.711
1.934,30.055,58.127,4.38,27.94,4.462,4.791,816.07,940.58,789.41,825.41,821.95,815.57,4.366
0.4563,1.907,0.87,25.637,6.77,6.108,5.895,964.26,855.51,995.37,833.56,882.22,741.06,0.796
1.3295,147.258,195.774,15.495,9.48,5.615,1.646,992.22,918.99,887.71,740.41,962.86,735.77,5.615
1.4864,408.51,607.198,12.239,13.63,7.854,3.06,1050.63,1070.84,1070.9,815.0,825.18,1002.32,7.854
1.6984,73.198,124.318,18.779,25.03,7.627,7.587,992.24,1013.71,879.27,847.06,911.36,861.86,7.627
0.851,68.7,58.466,2.623,11.0,4.566,5.001,927.04,856.66,763.7,773.88,669.11,815.99,4.473
0.6128,246.871,151.291,15.687,26.93,6.341,5.85,922.24,944.36,924.66,874.89,771.63,801.52,6.341
0.6573,388.878,255.624,26.256,5.43,6.977,3.634,1172.88,969.94,908.57,916.19,827.25,922.44,6.863
1.4281,427.387,610.359,7.19,28.46,7.393,5.049,1093.47,1069.65,996.36,952.91,898.63,938.5,7.235
1.6354,107.481,175.774,13.365,18.58,2.409,0.8,841.75,862.2,892.58,789.59,659.4,812.96,2.409
0.3714,48.213,17.907,28.245,21.13,3.812,7.115,933.46,881.82,860.31,810.48,810.93,699.36,3.619
0.7482,564.268,422.17,13.428,13.56,3.921,9.52,863.93,993.17,842.53,838.53,869.09,818.8,3.901
1.8049,156.769,282.947,11.393,24.33,4.607,2.337,853.37,878.91,928.59,796.42,907.45,831.21,4.563
1.6153,512.081,827.175,13.776,8.33,3.016,2.649,849.69,851.37,794.03,778.0,718.41,566.94,3.016
1.9699,518.163,1020.713,16.064,5.27,4.977,6.102,873.97,883.49,896.68,753.77,903.97,724.48,4.962
1.511,463.627,700.52,19.328,14.28,5.979,8.685,949.94,938.92,894.6,859.51,939.99,709.58,5.974
0.7925,101.716,80.606,24.22,26.2,4.984,4.995,907.58,979.09,979.89,919.67,856.83,851.79,4.984
1.1854,493.17,584.589,14.111,23.63,5.995,1.927,969.78,1092.72,972.94,999.01,931.02,829.36,5.966
1.3254,461.666,611.9,24.707,17.45,2.399,4.478,783.33,847.53,801.54,831.0,787.31,677.39,2.346
0.1661,358.235,59.513,16.478,18.88,7.256,2.425,1019.23,1007.35,993.71,996.76,925.66,881.92,7.256
1.0935,202.653,221.611,10.816,7.38,7.634,3.328,1046.33,1111.27,1105.92,983.71,877.22,1005.95,7.577
1.4215,157.874,224.425,20.081,25.86,5.707,4.24,943.41,978.43,822.56,978.32,724.83,823.84,5.696
0.343,73.573,25.233,21.814,24.46,7.288,2.677,1136.95,1035.96,889.73,849.74,888.77,888.11,7.182
1.5635,306.099,478.573,17.183,21.07,2.789,3.055,885.09,859.71,785.85,960.61,733.11,775.24,2.789
1.1717,351.364,411.696,2.642,16.12,6.785,5.186,946.52,1031.62,901.87,1033.29,905.31,793.13,6.785
1.9049,215.924,411.318,5.927,29.08,2.715,5.538,840.27,857.91,854.34,739.32,806.55,759.55,2.715
0.0944,285.478,26.955,9.274,26.85,4.448,1.44,940.7,829.81,931.68,744.95,888.7,873.63,4.448
0.538,218.427,117.513,9.196,20.76,3.943,5.991,899.82,927.68,846.84,954.66,778.71,844.73,3.943
1.2071,384.783,464.469,20.529,13.67,5.514,4.045,940.66,966.27,918.95,915.63,802.03,855.68,5.514
0.6002,540.805,324.566,1.532,20.07,3.809,6.801,905.29,853.21,795.44,772.16,747.66,827.4,3.803
1.4317,98.77,141.41,22.915,18.96,5.824,6.951,1026.24,966.79,986.79,917.38,808.61,872.06,5.824
1.5204,229.155,348.411,8.695,14.25,4.204,3.639,887.96,873.84,884.85,825.86,803.21,785.77,4.115
0.214,84.951,18.18,9.991,11.97,7.165,6.535,1066.62,919.83,942.57,984.74,896.48,937.37,6.533
1.0326,375.154,387.373,16.309,14.58,5.803,2.908,991.63,964.56,901.62,974.38,922.83,958.37,5.803
1.0227,437.458,447.385,7.262,18.92,3.292,8.309,956.11,813.59,864.63,796.3,756.72,845.61,3.292
0.7449,559.182,416.517,26.65,15.13,4.017,3.002,984.34,897.79,826.83,850.57,940.93,804.61,4.007
1.8665,167.684,312.985,3.476,10.85,7.085,5.882,985.93,1024.92,880.69,910.45,801.91,855.03,7.085
1.6567,570.152,944.592,13.887,23.79,4.319,4.531,1015.34,965.65,904.31,778.01,812.89,800.59,4.26
1.3974,38.426,53.698,25.633,17.82,5.215,2.458,951.52,1030.61,961.25,834.81,718.95,818.87,5.158
1.4315,362.007,518.216,18.859,5.76,5.894,7.252,1113.87,945.09,906.84,862.24,925.97,921.56,5.826
0.9288,34.751,32.277,9.478,13.58,4.087,3.465,920.93,981.92,884.35,870.18,793.92,708.83,4.087
1.8428,536.318,988.315,13.202,27.01,3.764,0.8,822.17,903.47,858.25,744.03,819.21,834.93,3.637
1.3922,318.121,442.902,21.494,23.64,4.852,0.8,932.29,901.55,779.86,952.71,809.74,721.31,4.79
1.4607,401.774,586.861,29.225,12.4,3.289,2.812,877.17,905.06,775.14,760.27,859.36,784.75,3.289
1.7248,499.029,860.707,26.901,28.39,3.705,8.44,1055.75,933.25,930.59,736.6,832.57,803.0,3.609
0.5554,90.611,50.326,10.931,5.99,2.372,8.144,800.47,891.18,785.88,761.73,730.68,693.32,2.315
1.6161,23.636,38.197,29.948,28.99,3.824,3.204,925.28,863.73,735.31,668.42,799.48,816.57,3.647
0.3985,527.389,210.18,1.102,10.39,3.924,4.064,924.19,898.37,803.41,846.04,804.24,882.44,3.924
0.6972,189.302,131.987,1.801,4.24,7.771,3.838,1056.66,1005.81,914.94,905.4,852.38,899.3,7.716
0.6779,77.823,52.753,24.891,15.28,5.538,1.666,946.14,933.93,888.93,777.16,821.54,727.14,5.45
1.9573,281.343,550.662,6.784,13.33,6.724,2.628,1017.1,919.43,874.51,900.73,870.73,758.2,6.621
1.7145,359.184,615.825,2.762,18.02,2.272,7.453,869.08,789.18,833.03,769.15,735.3,730.19,2.239
1.4053,19.067,26.795,7.877,24.72,2.639,6.26,849.91,808.52,834.95,882.74,753.28,821.29,2.476
1.4568,165.3,240.816,13.357,25.9,6.887,5.683,1110.36,982.19,960.51,933.05,846.13,857.03,6.887
1.1285,20.164,22.755,22.186,14.43,5.741,1.662,979.03,885.86,900.62,927.32,876.03,963.72,5.551
1.8947,252.491,478.397,19.106,15.18,3.146,5.252,866.46,894.46,724.45,813.32,870.58,688.35,3.11
0.9976,537.112,535.799,7.891,7.85,4.429,0.8,858.26,877.56,882.05,704.18,883.56,687.16,4.429
0.7672,589.6,452.359,15.595,5.24,5.232,7.107,994.21,971.87,962.48,869.03,906.68,820.59,5.17
0.3344,382.41,127.893,27.86,20.67,7.062,5.646,934.3,856.63,889.63,909.12,751.91,811.48,7.062
1.5745,97.402,153.364,24.635,5.68,2.362,1.637,948.64,781.91,729.35,764.43,699.7,681.63,2.299
